Text,IsEthotic,SentimentPolarity
I am looking all the time for any way forward in the dispute.,0,0
I do not believe that any inquiry into the abolition of the metropolitan county councils and the GLC would serve any purpose.,0,0
Will the Secretary of State speak to his hon. Friend the Minister for Social Security and ensure that that Minister does not penalise the families of strikers in south Wales who are making sacrifices to defend the jobs of their husbands and their sons?,0,0
It gave five years' consideration to this important matter  including a year spent inside the Department of Trade.,0,0
What aspects of flexible response does the Secretary of State consider are still applicable in central Europe  and in which countries does he propose to extend a programme of forward defence  given that after Sunday of next week Hungary  Czechoslovakia and Poland will have some semblance of democratic government?,0,0
Does the Secretary of State recognise that many teachers are looking to the Government for some response to the work that they have been putting in to improve GCSE and to cope with the many changes that he is suggesting?,0,0
One of the chief difficulties is that very few people seem to have bothered to find out what the offer amounts to.,0,0
Does not the right hon. Gentleman feel thoroughly ashamed of a Bill that does not have the support of one voluntary organisation that is interested in these matters?,1,2
Reverting to the original question  is my hon. Friend aware of the number of students registered with phoney colleges who are illegally in this country?,0,0
As I understand the present position  five trains will be cancelled on that line only on Saturdays  and only in the winter months as a means of saving fuel.,0,0
On that basis  an increase of 16ÌÄ‰Û_Ìâå_ per cent in war pensions  as in other long term benefits  will restore the value of those benefits.,0,0
The right hon. Member for Chesterfield (Mr. Benn) will be aware of the many Cabinet decisions to which he subscribed which he apparently subsequently denounced in his memoirs.,1,2
The private sector construction  and perhaps operation of such a station might provide economies.,0,0
How much satisfaction is given to my hon. Friend by the prospect of one of Her Majesty's Ministers being summoned before the Court of the European Community to answer allegations about the condition of our drinking water?,1,2
I am grateful to my hon. Friend for what he said.,0,0
First  it is a pity that the hon. Gentleman was not here on 28 June 1990 when he might have caught your eye  Mr. Speaker  during the statement made by my right hon. Friend the then Secretary of State for Trade and Industry.,1,2
In addition  we will seek to negotiate the payment of the basic practice allowances depending on a doctor carrying out health promotion and prevention of ill health activities.,0,0
asked the Secretary of State for Scotland when he next plans to pay an official visit to Cunninghame district.,0,0
asked the Secretary of State for Scotland if he can now make a statement on the manner by which he proposes to finance the sale of council houses.,0,0
In early June  we arranged for national publicity on and after 17 June to stress the need for those reaching pension age after 6 July to make their claim to their local office in good time to avoid possible loss of benefit.,0,0
What my hon. Friend says is absolutely correct.,1,1
The police have had increasing success in bringing to justice before the courts many of those responsible for past outrages.,0,0
Will my right hon. Friend go further than his statement and confirm that he will bring in legislation to ensure that he can introduce private equity into the British Gas Corporation in its new state?,0,0
Is my hon. Friend aware of the crucial importance of these two subsidies to the livestock areas of the west and north?,0,0
As I have said  we must give full support to the United Nations Secretary General in his good offices mission to enable that to happen.,0,0
That is recognised by virtually every Government and party in the Alliance  save that to which the hon. Gentleman has the misfortune to belong.,1,2
The total amount of overspend involved there is about å£415 million.,0,0
It would be physically impossible for them to be so  bearing in mind the pressure on the Department's local offices  which are seeking to respond and to ensure that payments are made available to all those who  because of the industrial action taken by a few people in the Department  are without their rightful entitlement  ,0,0
Is it not the simple truth that the Government are making the country sick?,1,2
That has no relation whatever to the description given by the hon. Gentleman.,1,2
off milk producers' primary quotas  but the unions told me that they did not have a better figure than 2.5 per cent.,0,0
It will probably cost ÌÄ‰Û_Ìâå£250 000 a year to run and the probable capital cost will be ÌÄ‰Û_Ìâå£2 million.,0,0
We further agreed that the authority of the legitimate Government must be restored on the island of Santo as soon as possible  and condemned the actions of those responsible for the armed insurrection on the island.,0,0
I suspect that his constituents were also interested in the express finding by the Commission that a sale price of  å£150 million was correct and reasonable.,0,0
Is my hon. Friend aware that although most beef producers have received the beef premium for most of the weeks of the present year  beef has still been largely unprofitable and people are already leaving beef production?,0,0
I think that the whole House will accept the right hon. Gentleman's interest  but will he accept that that it is not only advice that is wanted?,0,0
They show that between 1981 and 1983 the United Kingdom herd  with an increase of 4.1 per cent  grew faster than the herds in France  Italy  Belgium  Denmark and Greece.,0,0
The Government grant that goes to NACAB increased rapidly under this Government.,0,0
Does he accept that  while I agree entirely that no one should be milked by bankrupts setting up immediately after be mg declared bankrupt  nevertheless great hardship can arise among those who wish to rehabilitate themselves and make a living for their company.,0,0
My hon. Friend is correct.,1,1
We have created far more jobs in the United Kingdom over recent years than any of our European partners.,0,0
I hope that the right hon. Gentleman will recognise that funding for the Welsh national health service has risen from under å£500 million in 1979 to more than å£1 500 million today.,0,0
Will he put his arguments to the ratepayers and electors of Bradford  who want to keep the best possible transport services and do not want to see the Government kill them all?,0,0
asked the Secretary of State for Scotland what was the index of industrial production and construction in Scotland in the fourth quarter of 1986.,0,0
With regard to the French attitudes  we all wait to see what President Mitterrand has to say in Strasbourg later today.,0,0
With regard to showrooms  will the right hon. Gentleman say what action he is taking about those companies that imported appliances in anticipation of the divestment?,0,0
However  the tractor industry is still a large employer and a big producer in the United Kingdom.,0,0
Imry recently announced a new design at an extra cost to them of å£10 million.,0,0
We believe that this sovereign Parliament should decide such matters  not the EC.,0,0
I share the Secretary of State's view that sometimes the loose talk would be better not engaged in.,1,1
We are continuing our consultations with all interested parties on the detailed provisions of our negotiating position.,0,0
I confirm that I saw a poll yesterday which declared that 62 per cent.,0,0
Is not this situation quite unprecedented?,0,0
However  obviously that does not mean that I would be indifferent to the views of Scottish Members.,0,0
If he is looking for efficiency  as he said in answer to an earlier question  would it not be grossly inefficient if equipment that had already been bought was not able to be put to use?,0,0
About 9 000 farmers in the newly designated areas of Wales are expected to benefit  including about 700 farmers in Anglesey.,0,0
When will the Government substitute positive action for sympathy in order to save the industry?,0,0
I am determined to ensure that it is a success and that all of the fundamental objections raised when the social fund was first introduced are disproved.,0,0
The Government are very much it favour of the devolution of services to local authorities.,0,0
Conservative Members refer to violence by the ANC  by if South Africa wants to establish any basis of credibility in that region ought not the right hon. Lady to put pressure on the South African Government immediately to cease the imminent political hangings in South Africa?,1,2
As the number of dairy cows is crucially decided by milk quotas  will my hon. Friend confirm that within the EEC there is no machinery for the enforcement of those quotas if a member state decides to defy the EEC?,0,0
Recent rates of inflation are not expected to continue.,0,0
I must tell my hon. Friend that if he does not take this matter on board  it will cost us a great deal.,1,2
We have injected an additional  å£300 million of taxpayer's money into the construction of the new British library.,0,0
As the Minister has met the chairman since the production of the British Rail corporate review  will he make clear what options he would regard favourably to meet British Rail's problems increasing prices  reducing manpower or selling off assets as he has reduced the option of closing lines?,0,0
I agree with my hon. Friend that vacant and derelict land in cities and towns should be the first land to be redeveloped  but it would not be acceptable locally or right to develop a hard and fast policy.,0,0
I have already answered the earlier part of the hon. Gentleman's supplementary question about Her Majesty's Government's position.,0,0
"Will my right hon. Friend clarify what he means by his frequent references to the ""national interest""?",0,0
As we hope to involve the managers and staff of BA  together with many small investors  it is most important that the prospectus is straightforward and does not mislead them.,0,0
of the school population of the country and 8 per cent.,0,0
[Official Report  7 December 1979; Vol.,0,0
As the Dutch Government have been found guilty of subsidising their growers  why is it not possible to impose a levy on their products?,0,0
Can he confirm that he and his right hon. Friends are seeking to do something about that?,0,0
I answered that question on 4 July 1985 in the terms I have already indicated without any suggestion that this was in breach of any rules.,0,0
Why have the Government climbed down  and what do they intend to do to maintain the peace of the New Hebrides?,1,2
I certainly accept what the hon. Lady says about the importance of the collection to the world of drama.,1,1
We believe that the enlargement of the Community to 12 will make the existing procedures more unlikely to be capable of reaching early agreement on matters of importance.,0,0
The vast majority of people are law abiding  the Act is now the law of the land  and we can expect that most people will pay it.,0,0
Will the Minister do all that he can to bring on the coal liquefaction scheme at Point of Ayr?,0,0
Are not fewer fighter aircraft defending Britain's skies today than when the Minister assumed responsibility in May 1979?,0,0
There was also an attempt to assassinate the Lord Chief Justice  Lord Lowry  on 2 March when he arrived at Queen's University  Belfast  to give a lecture.,0,0
I shall certainly talk with the chairman about the points that my hon. Friend has put to me.,0,0
We have to remember that the public must expect to get decent value for the money that they spend on teachers.,0,0
Therefore  it is appropriate that everyone concerned should have time to study it before making off the cuff comments.,0,0
Or is a much longer stay intended?,0,0
There is no way that we  by the management of our economy  can  by injecting additional demand  manufacture additional job vacancies.,0,0
How much money was gained from that sale  and will the Minister ensure that it comes back to the community that his actions have devastated?,1,2
I said that there was widespread support for the Government's proposals  especially among those who follow local government affairs.,0,0
Will the Secretary of State take it from me that that answer is totally unacceptable and a gross insult to Patrick Meehan  myself and many hon. Members who have taken a keen interest in this case?,1,2
"Before embarking on an outbreak of ""Shermania""  will my right hon. Friend ensure that if we have any of these schemes  some of which  it is stated  will include vehicles running on guided tracks  all the costs  including land acquisition  will be borne by those carrying them out and that at the very least safety standards will certainly be no lower than those that the House has imposed on British Rail over the years?",0,0
We have kept in close touch through my right hon. Friends and directly with John Brown  and pleged every support  right up to the level of the Prime Minister  and the firm has expressed its appreciation.,0,0
Has he a comment to make on that?,0,0
In practice  would that not be a rather devious way of reintroducing a penalty system in another form?,0,0
The main issue discussed was the Community's negotiating mandate for LomÌ© IV.,0,0
If it did happen like that  would not much  or perhaps all  of the å£1 billion that the Secretary of State talked about yesterday be offset by such loss of grants?,0,0
I shall keep the House informed of any conclusions.,0,0
My right hon. Friend the Chancellor of the Exchequer said at a press conference on Monday: It is not a question of whether we join the exchange rate mechanism of the EMS  it is a question of when.,0,0
If the right hon. Gentleman is to have any credibility as Secretary of State for Wales  he must do something about Brymbo  and do it soon.,1,2
As the hon. Gentleman will recognise  there can be no solution unless the leaders of the two communities reach agreement with each other.,0,0
Our approach has been scrupulously evenhanded and will continue to be so.,0,0
My hon. Friend is quite right.,1,1
I am sure that is a step in the right direction for the Liberal party.,0,0
One starts from the universal importance attached even by the South African Government to resolution 435.,0,0
Will the Secretary of State give a firm assurance to British Airways  whether publicly or privately owned  that neither he nor any member of his Government will prevent British Airways from ordering and purchasing from now until 1995 the appropriate aircraft to keep it in the lead?,0,0
of Britoil's shares  paragraph 71C of the articles of association will come into effect.,0,0
I congratulate my hon. Friend on that question.,1,1
I am considering how best to give advance notice of the change.,0,0
We must not remain silent.,0,0
Will my right hon. Friend accept my congratulations on securing international agreement that the external aspects of German unification are matters not just for the two Germanys but for other countries as well?,0,0
After what happened in Leyland and Massey Ferguson  was it not the height of stupidity to allow the machinery and plant at Talbot to be shifted when it could have been used for tractor manufacture?,0,2
As the excuse given for the abandonment of the stripping of asbestos from diesel multiple units is that the new build can go ahead  will the right hon. Gentleman guarantee that he will make money available to ensure that the programme is carried out åùespecially in the light of the Under Secretary's undertaking to me during the last Question Time on transport affairs that there was nothing to stop the programme from going ahead on time?,0,0
Does the Secretary of State recognise that I appreciate the efforts that he  his Under Secretary of State and Imry have made so far?,0,0
I can assure my hon. Friend that his facts are right.,1,1
Is he further aware that  although we welcome the setting up of the anti fish dumping committee  we think that the committee is no substitute for Government action to tackle the crisis in the industry?,0,0
If  as is reported today  the Secretary of State proposes to charge for nursery school education  does he realise that that would be a disgraceful decision and that there would be total opposition to it from Labour Members?,1,2
The detailed facts that my hon. Friend suggests bear further examination.,0,0
The printers have done a good job.,0,0
Does my right hon. Friend accept that in essence his proposals represent an addition in powers to the district and borough councils  which are in closer contact with the electorate than the existing authorities  and that  that being so  his proposals are an extension  not a diminution  of democracy?,1,1
of the national school budget.,0,0
No question about the propriety of that answer was raised either after it had been given or by the officers of this House.,0,0
Is my right hon. Friend aware that the increasing burden of the rates is becoming well nigh intolerable in many places  and that for industry particularly the rates burden is every bit as great a problem as the high rate of sterling or any other factor in the economy?,0,0
We want an absolute assurance that that will not happen and that Britoil will be maintained as an independent company.,0,0
Secondly  he will not want to deny what his right hon. Friend the Member for Plymouth  Devonport (Dr. Owen) did when he was involved in government  which was agreed by all parts of the House  when the RAWP process was introduced in 1977.,1,2
The right hon. Gentleman should also consider the clear objectives that ministerial colleagues and I have set the health service in Wales I shall send him a copy if he likes.,0,0
No  it is not.,0,0
After hearing the results of the consultation  I decided not to proceed with reducing the number of community health councils.,0,0
I have repeated the figures on a number of occasions since the election.,0,0
Surely the Minister understands and recognises that  of all the figures that have been exchanged across the Floor of the House during this Question Time and many previous ones  nothing is more grievously damaging to the fortunes and prospects of Britain than the massive deterioration in the balance of payments that has taken place this year.,0,0
All that has happened thanks to a Conservative Chancellor in Britain.,1,1
The question of import controls is a matter that has been frequently canvassed by my hon. Friend and others.,0,0
I should like the industry to carry on with its present excellent productivity and improvements.,0,0
Any company interested in acquiring Britoil is perfectly free to reveal its intentions on any matter.,0,0
Yes  that is one of the most astonishing aspects of the various propositions to which the Leader of the Opposition has been committing himself.,1,2
[Interruption.],0,0
Compared with the rise in general inflation  this represents a real terms increase of 1 2 per cent.,0,0
asked the Minister for Transport how many trunk road schemes listed in the Supply Estimates as starting in 1979ÌÄå¢Ì¢‰Û_åÂÌ¢‰âÂÅÒ80 are unlikely to start in the current financial year.,0,0
There is no lack of commitment by the Government to the library system.,1,1
Does the Secretary of State remember those days when he was the PPS to the then Prime Minister?,0,0
However  translation of the recommendations into legislation will be a time consuming task and I cannot say when that will be completed.,0,0
Whatever views the hon. Gentleman is attributing to farmers  let me make it clear that no one in the dairy industry wants thousands of jobs destroyed in order to pave the way for increased production on the continent.,1,2
I am aware of the difficulties that are being faced.,0,0
I am glad that my hon. Friend welcomes our decision.,0,0
It does not commit the Government to a decision  because no decision has yet been taken.,1,1
It will take time [Interruption.],0,0
The House will be aware that I issued a direction last week under section 7 of the Gas Act instructing the British Gas Corporation to dispose of its stake in the Wytch Farm onshore oilfield.,0,0
We receive representations about human rights in many countries  including some Commonwealth members.,0,0
I know of Chancellor Kohl's pragmatic approach to the Community  which he expressed quite fully in his speech yesterday.,1,1
There is no tampering going on.,0,0
Does my right hon. Friend accept that his proposals will be enthusiastically supported on the Conservative Benches and  indeed  in the country because in a high risk industry State monopoly and State investment are not in the best interests of the consumer?,1,1
asked the Secretary of State for Scotland if he will make a statement on the latest Scottish unemployment figures.,0,0
In these circumstances  and at a time when it is not realistic to try to maintain the extravagant programmes that we inherited from our predecessors  it seemed right to make savings in respect of this benefit.,0,0
That is evidence that we are allowing the replacement programme to go ahead  subject to the detailed checking of each application.,0,0
Is the Secretary of State aware that his moratorium has also caused great difficulties for individuals who are seeking mortgages from local authorities for private house purchase?,1,2
Does he accept that if the Government introduce means tested charges for nursery education that will be possibly a fatal blow to the educational attainment and  thereby  the job opportunities of many poor children?,0,0
With your permission  Mr. Speaker  I shall make a statement on the New Hebrides.,0,0
Will the Minister ask the Secretary of State to accept the invitation of the hon. Member for Cunninghame  North (Mr. Corrie) and me to come to Irvine and meet the economic committee of Cunninghame district council to discuss the Cunninghame unemployment initiative which is aimed at reducing unemployment and helping everyone in the area?,0,0
I have raised this question in the Agriculture Council  and it is clear that most member states are making strenuous efforts to ensure that the supplementary levy is properly applied.,0,0
was the outside limit of a range from 80 to 95 per cent.,0,0
Unfortunately  in recent years British Leyland's tractor sales have fallen to only about 3 per cent.,0,0
I do not accept what the hon. Gentleman says.,0,0
Does he also agree that in the circumstances the last thing that we need is a social charter imposed by other countries?,0,0
As the great majority of miners who are affected by closures have been offered jobs in other pits  will the Secretary of State urge the miners to go back to work forthwith in Wales?,0,0
No.,0,0
I am sorry that Labour Members do not seem to be interested in unemployment in the Highlands of Scotland.,1,2
I can tell him what sort of social charter we would find acceptable.,0,0
The consequence of waiting would have been to enable those authorities most likely to overspend to consolidate the overspending at the expense of the underspending authorities.,0,0
The National Union of Seamen replied on 14 March  and I made my announcement on 18 March.,0,0
In addition  I can tell him that although in Greater Manchester a smaller proportion of routes are registered  a much larger allocation of finance is available åùabout  å£83 million.,0,0
The latest information that I understand the Commission has about the French dairy industry is that the French authorities expect that the current trend in milk production in France and the response from their outgoers scheme will mean that no levy will become due at the end of the year.,0,0
The level of unemployment is far from satisfactory  but I am sure the hon. Gentleman 410 will be pleased to know that figures for those in workÌÄå¢Ì¢‰Û_åÂÌ¢‰âÂåùthe total number of employees and the self employedÌÄå¢Ì¢‰Û_åÂÌ¢‰âÂåùfor the second quarter of this year showed the first increase since the recession began.,0,0
Manning is of course an important determinant of crew costs  as are rates of pay  frequencies of crew change  and length of paid leave.,0,0
I should rather wait for these points to be discussed when and if the Government proceed with the proposals.,0,0
There are few supporters anywhere for the idea of a neutral Germany.,0,0
Will my right hon. Friend reflect upon the appalling fact that  of the five teacher associations  the NAS/UWT has already decided that it will take industrial action  which is against the interests of the children in the classrooms?,0,0
If he sits down and does nothing  as he has been doing over these past months  the promise and commitment that has has given on his own behalf and on behalf of the Scottish Examination Board  that the examinations next year will go ahead  will simply be incapable of fulfilment.,1,2
Will he therefore tell the Irish Republic that it should do the decent thing and drop its bogus excuses for not signing the European convention on the suppression of terrorism  and sign that convention?,0,0
I thank the Secretary of State for those figures.,0,0
First  I believe that the Government were right to have the courage to bring forward the necessary measures to bring public expenditure under control.,1,1
The Chief Constable of the RUC has made it clear that people have not been offered large sums of money.,0,0
We have taken every opportunity to remind South Africa of its international obligation to implement Security Council resolution 435.,0,0
Does he have any idea of the numbers involved?,0,0
I regret that I am unable to say more about the project than in my reply to the hon. Gentleman on 9 June  but it is expected that the results will be available next year and that they will be published.,0,0
Will my right hon. Friend particularly welcome yesterday's decision by the Federal Republic to negotiate a treaty on the Polish borders?,0,0
I have yet to hear any intelligent argument why the principles which are relevant for rent purposes should not also be relevant for sale purposes.,0,0
According to the latest information that I received this morning  a total of about 1 400 people have been evacuated from Santo.,0,0
One could buy many bus routes with  å£83 million.,0,0
I shall continue  as the Government must and should  to monitor the situation.,1,1
Is it a matter of satisfaction or of concern to the Government that when the people of East Germany go to the polls in democratic elections in 12 days' time they will do so with short range nuclear weapons from the West still pointing at them?,1,2
I look forward to whatever recommendations they may make.,0,0
The formulation in the directive makes it clear that it is not possible for countries  the European Commission or national Governments to insist in all circumstances that over 50 per cent.,0,0
To ask the Secretary of State for Social Security if he will make a statement on the operation of the social fund to date.,0,0
Is my right hon. Friend aware that the action that he has already taken is warmly welcomed?,1,1
That is totally unfair and unworthy of the hon. Gentleman.,1,2
Will the Minister also encourage British Railways by authorising more investment  especially in commuter services in the Leeds Bradford area  which has been starved in comparison with London and the South East?,0,0
Will he ask the new Secretary of State whether he will clear up the mess created by his two predecessors and tell the House  as he must tell the Commission in due course  the details of the secret tax incentives given to Rover and British Aerospace for the shabby Rover deal?,1,2
To name but one  the Commission forwarded our views about the export of British made Nissan cars to another Community country.,0,0
Indeed  I believe that it is no exaggeration to say that the measures that I have outlined add up to the biggest programme of privatisation to come before Parliament.,0,0
I am grateful for that reply.,0,0
Obviously I will watch carefully how the social fund works because I am determined to ensure that this much more effective method of helping those in need is monitored and adjusted if necessary.,0,0
The Minister will be aware that directors of finance believe that only 80 per cent.,0,0
He is right.,1,1
Within the Community I see evidence that member states are moving towards their levy quantity.,0,0
We hope to provide incentives for doctors to reach targets  as I have said  and we will pay a fee to encourage doctors to provide an initial clinical assessment for patients registering for the first time with an NHS doctor.,0,0
Why did it not do so in 1976  1977  last year and earlier this year?,0,0
I have nothing to add to what I have said.,0,0
If the hon. Gentleman feels as he says he does  I look forward to his presence in the Government Lobby after we have introduced legislation to abolish the rating system and replace it with a fairer system.,1,1
However  I see that the amount of milk being produced in Northern Ireland is coming back towards the quota level.,0,0
Obviously I shall consider that matter with care.,0,0
It appears from the well organised press coverage that the Milan summit will be dominated by the bright ideas coming from the Foreign Office  especially in the guise of the Foreign Secretary.,1,1
What relief can he offer the British farmer who has cut back fully and is now seen as the fall guy of Europe?,0,0
Is not the need to act reinforced by the news that the Kuwaitis are buying BP shares and now have 18 per cent.,0,0
As next year is the international year of shelter for the homeless  could not the Government take some special measures to talk about the new initiatives  which were implied in one of the questions that he refused to answer  to deal with the misallocation of money that is implied in funding bed and breakfast accommodation when there are a vast number of unfit empty dwellings in the public and the private sectors?,0,0
Is the hon. Gentleman aware that the French Government appear to be following the same dubious policy in the New Hebrides as that which they followed in the Comoro Islands  which led to international friction?,0,0
We shall continue to give Mr. Perez de Cuellar our full support.,0,0
Does he realise that Opposition Members believe that the guinea pig scheme that is suggested for Northern Ireland would be introduced into the United Kingdom  since in the past the Government have used Northern Irelnd as an exploratory body for draconian anti civil liberty measures that have then been introduced into this country?,1,2
Has my right hon. Friend taken note of the various measures that the Government have already introduced  which are well ahead of those of our European friends in terms of showing our Europeanness?,1,1
Can my right hon. Friend be more specific about the sums of money involved and the timing?,0,0
We have every confidence that the quality and standard of our drinking water are exceptionally good.,0,0
There is no spare money in the programme; there will not be the under spend that has occurred in previous years.,0,0
I regret to say that at present the difficulties involved in doing that are too great.,0,0
Does my hon. Friend agree that it is revealing that the Opposition are anxious to use force only when the enemy is armed with bows and arrows?,1,2
That is evidenced by business and now by sporting contacts.,0,0
I made it clear that the Government thought that an increase in the totals of GREAs by the amount of the GDP deflator would be appropriate  although we have increased the total provision by 8.5 per cent.,0,0
Since many clauses in the social charter are modelled on British practices or  if amended  could be made acceptable to British practice  would it not be better for my right hon. Friend to exercise his talent for reconciliation to achieve some agreement rather than appear to reject the whole concept out of hand?,0,0
asked the Secretary of State for the Environment if he will make a statement on the main benefits to ratepayers from his proposals for further reorganisation of local government.,0,0
The majority will hope that those who have to make such difficult decisions will pay careful regard to that concern and will always put first the safety of those who would be at risk if there were a release.,0,0
I accept the natural public concern about the possible release of someone involved in the murder of a child  but why has the Minister decided to fight his battles in public via the press instead of coming to the House with evidence if he sincerely believes that the mental health tribunal procedure is not working adequately?,1,2
The hon. Lady is a member of a party which in 1975 and 1976 cut back heavily on education in many areas  probably with few shouts from Labour Members.,1,2
We have been urging that  as my hon. Friend says  for a long time.,0,0
That is a scandal  and the state of red alert is likely to persist throughout the winter  which is certainly not a happy state of affairs for that hospital's patients.,0,0
We do not intend to be deflected from the difficult and harsh measures that are necessary.,0,0
I agree with my hon. Friend.,0,0
"That is considerably more than the å£2å_ billion that was expected under ""Plan for Coal"".",0,0
Does the Minister accept that there are often good security reasons why women and overseas students do not want their addresses made public?,0,0
There are two sources of complaint.,0,0
It might be useful to draw the hon. Gentleman's attention to one of the few sensible passages in the speech made yesterday by the Leader of the Opposition  when even he said that Mr. Gorbachev was wrong to link the prospect of all arms control progress with concessions on SDI.,1,2
That will not be done quickly or easily.,0,0
I attach importance to ways being found of preserving public access to this collection.,0,0
I am happy to reassure the hon. Gentleman that reform of the domestic rating system is a United Kingdom policy for which we have a United Kingdom mandate.,1,2
Moreover  many of us regard it as unacceptable that the flotation of British Airways should be delayed because of an inability to write a prospectus.,0,0
Although we understand the Secretary of State's embarrassment in not coming to the House last week to tell us that  yet again  he had had to postpone BA's flotation  can he be a bit more forthcoming now?,1,2
Does he expect the Dublin Government to sign the European Convention?,0,0
May I also give similar notice?,0,0
As many individuals are mentioned  it is important that any comments made on it should be made with the greatest of care  because reputations will be involved.,0,0
Does he realise that a depleted and dedicated teaching force is now having to struggle because  as the Book Publishers Association and the equipment associations are coming to tell usÌÄå¢Ì¢‰Û_åÂÌ¢‰âÂåùthey are coming to our group tonightÌÄå¢Ì¢‰Û_åÂÌ¢‰âÂåùsales of books have dropped and the schools do not have enough books or equipment with which to educate our children?,0,0
Let us pursue that course towards a proper policy.,0,0
When it came to the inner London parents  49 per cent.,0,0
Is not the present system extremely unfair  particularly to those who live alone?,0,0
Is not the reality that the majority of authorities will lose under his new proposals?,0,0
Where does his statistical evidence come from?,0,0
My Department did not confirm what appeared in the article in The Sunday Times and no contact was made with me.,0,0
Will my right hon. Friend let us know what further ideas he has  so that this genuine recovery in demand is sustained?,0,0
My hon. Friend the Minister of State has already emphasised the impetus that we are putting into increased teacher training.,1,1
I regard Sir George Baker's report as an important document which the House will wish to debate.,0,0
asked the Secretary of State for the Environment if he will make a statement on his most recent discussions in respect of his proposals to abolish the Greater London council and metropolitan county councils.,0,0
Happily  the reality is that  under most Governments since the second world war  our nation has over the past 40 plus years seen a pattern of health improvement.,0,0
We very much hope that it will be successful  My hon. Friend will be aware that the next Inter Parliamentary Union conference is to take place in Cyprus.,0,0
However  will the Secretary of State now decide to give the appropriate authorities sufficient funding to enable care in the community to become a reality?,0,0
The Government have already taken action on two fronts.,1,1
I do not appear at the Dispatch Box as a trembling  blushing violet.,0,0
They are now at their highest level for seven years.,0,0
915 Subsequently  at Camp David President Reagan reaffirmed the United States' modernisation policy in the same respect  and specifically did so in relation to Britain.,0,0
I should like to express on behalf of the whole House the feelings that we have for the families of the three men who were killed today  as well as for the families of all those who serve in Northern Ireland in the interests of the peace of the whole Province and the people of Northern Ireland.,0,0
I am sure that in all the vagaries of the policies on the Opposition Benches the right hon. Gentleman's support for the Daily Telegraph will not go unnoticed.,1,2
I remind my hon. Friend that there is no ban on production outside quotas.,0,0
As the hon. Gentleman knows  in his day it was not the practice to publish the numbers and we shall not publish them.,1,2
It is therefore most important that the two countries act together and are not seen to be divided.,0,0
Is the Under Secretary of State aware that large numbers of London residents support the 8 lorry ban and want it to be enforced  and that the reason why it is not working as effectively as it should is that the Metropolitan police refuse to enforce it?,0,0
extra provision above that  which means an increase of 3 75 per cent.,0,0
I ask hon. Members to give the Secretary of State a fair hearing.,0,0
That applies to any company.,0,0
I have no figures  but it must be clear that if markets are lost  or if pits are not adequately maintained  there may be consequences in terms of future job losses.,0,0
The matter will now be for debate in both this House and the other place when the Bill is introduced  as I hope it will be  early in the next Session of Parliament.,0,0
It is also right that the Poles are entitled to be present when that is discussed.,0,0
Despite what the Minister has said.,0,0
In view of what the European Commission may say  will my hon. and learned Friend go ahead and tell it that negotiations between the 985 companies and the Inland Revenue were entirely their own affair and that the benefits  if any  which might accrue from those negotiations can be set against the enormous amount of investment by British Aerospace and Rover Group in ever more credible products for the market?,0,0
Will the Minister look again at the regional aid map?,0,0
What has the right hon. Gentleman got to say about bringing those benefits into line in 1982?,0,0
Considerable progress has been made in establishing the administrative procedures.,0,0
We have limited arrangements  as the right hon. Gentleman will know  for transferring milk from one farm to another.,0,0
It is also correct that throughout many parts of central and eastern Europe there are problems about minorities dating back many centuries.,0,0
asked the Secretary of State for Scotland if he will make a statement on progress made in solving the Scottish teachers' dispute.,0,0
It is clear that there is widespread support in the metropolitan areas for the simplification of the structure of local government  and we are confident that it is the correct course to pursue.,0,0
We give our support to that and to any other measure which is likely to be effective and which does not cut across that process.,0,0
I meet periodically the National Coal Board and the NUM to discuss different aspects of the coal mining industry  including investment.,0,0
People who become eligible for short term benefits after 3 January 1982 will be affected by the change unless they have claimed benefit in the preceding eight weeks.,0,0
They are not isolated.,0,0
I am grateful to the hon. Gentleman for his congratulations.,0,0
The Opposition never take that important consideration into account.,0,0
In view of the continuing delay in the payment of the 1984 85 ewe premium  will he ensure that an interim payment is made to alleviate the hardship that is felt especially by hill livestock producers?,0,0
Is he aware that 16ÌÄ‰Û_Ìâå_ per cent in November will be much less than the rate of inflation?,0,0
The hon. Gentleman accuses me of gerrymandering  but I can think of no reason  on that argument  why I should have provided extra money for the borough of Southwark  which is represented by the hon. Gentleman  and run by the Labour party.,1,2
Is he aware that the present proposals of the Parliamentary Under Secretary of State for Scotland  the hon. Member for Galloway and Upper Nithsdale (Mr. Lang)  who is now whispering in his ear  to help unemployment in Cumnock and Doon Valley are insufficient and that we need a major initiative to tackle the problem?,1,2
That is what I did  and I believe that it was necessary.,0,0
I believe that the scheme has served producers and consumers well and  in the current market situation for beef  should be maintained.,0,0
If the hon. Gentleman can give me evidence that I am wrong  I shall take up the matter.,1,2
Now that privatisation has been postponed  and without prejudice to the current talk of a management buy out  will my right hon. Friend be able to reassure me that the other principal plank of the Government's aviation policy  the cultivation and encouragement of competition among British airlines on the appropriate routes  is not equally likely to be postponed?,0,0
I thank my hon. amd learned Friend the Minister for his generous tribute to the previous Secretary of State for Trade and Industry and I should like to be associated with that.,0,0
Did either the Minister or his right hon. and learned Friend the Secretary of State for Scotland gain any impression of the scale of despair among Scotland's young people over the mass unemployment that they are experiencing?,1,2
